movieId,title,genres,rating,genre,year_y,score,director,writer,star,country,company
320,suture,Film-Noir|Thriller,Not Rated,Drama,1993,6.6,Scott McGehee,Scott McGehee,Dennis Haysbert,United States,Kino Korsakoff
322,swimming with sharks,Comedy|Drama,R,Comedy,1994,7.1,George Huang,George Huang,Kevin Spacey,United States,Cineville
327,tank girl,Action|Comedy|Sci-Fi,R,Action,1995,5.4,Rachel Talalay,Alan Martin,Lori Petty,United States,Image Comics
329,star trek: generations,Adventure|Drama|Sci-Fi,PG,Action,1994,6.6,David Carson,Gene Roddenberry,Patrick Stewart,United States,Paramount Pictures
330,tales from the hood,Action|Crime|Horror,R,Crime,1995,6.4,Rusty Cundieff,Rusty Cundieff,Clarence Williams III,United States,40 Acres & A Mule Filmworks
331,tom & viv,Drama,PG-13,Biography,1994,6.3,Brian Gilbert,Michael Hastings,Willem Dafoe,United Kingdom,British Screen Productions
332,village of the damned,Horror|Sci-Fi,R,Horror,1995,5.7,John Carpenter,John Wyndham,Christopher Reeve,United States,Universal Pictures
2553,village of the damned,Horror|Sci-Fi|Thriller,R,Horror,1995,5.7,John Carpenter,John Wyndham,Christopher Reeve,United States,Universal Pictures
333,tommy boy,Comedy,PG-13,Adventure,1995,7.1,Peter Segal,Bonnie Turner,Chris Farley,United States,Broadway Pictures
337,what's eating gilbert grape,Drama,PG-13,Drama,1993,7.7,Lasse Hallström,Peter Hedges,Johnny Depp,United States,Paramount Pictures
338,virtuosity,Action|Sci-Fi|Thriller,R,Action,1995,5.6,Brett Leonard,Eric Bernt,Denzel Washington,United States,Paramount Pictures
339,while you were sleeping,Comedy|Romance,PG,Comedy,1995,6.7,Jon Turteltaub,Daniel G. Sullivan,Sandra Bullock,United States,Hollywood Pictures
342,muriel's wedding,Comedy,R,Comedy,1994,7.2,P.J. Hogan,P.J. Hogan,Toni Collette,Australia,CiBy 2000
344,ace ventura: pet detective,Comedy,PG-13,Comedy,1994,6.9,Tom Shadyac,Jack Bernstein,Jim Carrey,United States,Morgan Creek Entertainment
346,backbeat,Drama|Musical,R,Biography,1994,6.7,Iain Softley,Iain Softley,Stephen Dorff,United Kingdom,Channel Four Films
347,bitter moon,Drama|Film-Noir|Romance,R,Drama,1992,7.2,Roman Polanski,Pascal Bruckner,Hugh Grant,France,Canal+
348,bullets over broadway,Comedy,R,Comedy,1994,7.4,Woody Allen,Woody Allen,John Cusack,United States,Miramax
349,clear and present danger,Action|Crime|Drama|Thriller,PG-13,Action,1994,6.9,Phillip Noyce,Tom Clancy,Harrison Ford,United States,Mace Neufeld Productions
351,"corrina, corrina",Comedy|Drama|Romance,PG,Comedy,1994,6.6,Jessie Nelson,Jessie Nelson,Ray Liotta,United States,New Line Cinema
352,crooklyn,Comedy|Drama,PG-13,Comedy,1994,7.0,Spike Lee,Joie Lee,Alfre Woodard,United States,Universal Pictures
354,cobb,Drama,R,Biography,1994,6.4,Ron Shelton,Al Stump,Tommy Lee Jones,United States,Alcor Films
356,forrest gump,Comedy|Drama|Romance|War,PG-13,Drama,1994,8.8,Robert Zemeckis,Winston Groom,Tom Hanks,United States,Paramount Pictures
357,four weddings and a funeral,Comedy|Romance,R,Comedy,1994,7.1,Mike Newell,Richard Curtis,Hugh Grant,United Kingdom,PolyGram Filmed Entertainment
358,higher learning,Drama,R,Crime,1995,6.5,John Singleton,John Singleton,Omar Epps,United States,Columbia Pictures
360,i love trouble,Action|Comedy,PG,Action,1994,5.3,Charles Shyer,Nancy Meyers,Nick Nolte,United States,Annhall
361,it could happen to you,Comedy|Drama|Romance,PG,Comedy,1994,6.4,Andrew Bergman,Jane Anderson,Nicolas Cage,United States,TriStar Pictures
365,little buddha,Drama,PG,Drama,1993,6.1,Bernardo Bertolucci,Bernardo Bertolucci,Keanu Reeves,France,CiBy 2000
368,maverick,Adventure|Comedy|Western,PG,Action,1994,7.0,Richard Donner,Roy Huggins,Mel Gibson,United States,Donner/Shuler-Donner Productions
369,mrs. parker and the vicious circle,Drama,R,Biography,1994,6.4,Alan Rudolph,Alan Rudolph,Jennifer Jason Leigh,United States,Fine Line Features
370,naked gun 33 1/3: the final insult,Action|Comedy,PG-13,Comedy,1994,6.5,Peter Segal,Pat Proft,Leslie Nielsen,United States,Paramount Pictures
372,reality bites,Comedy|Drama|Romance,PG-13,Comedy,1994,6.6,Ben Stiller,Helen Childress,Winona Ryder,United States,Jersey Films
373,red rock west,Thriller,R,Crime,1993,7.0,John Dahl,John Dahl,Nicolas Cage,United States,Propaganda Films
374,richie rich,Children|Comedy,PG,Comedy,1994,5.4,Donald Petrie,Neil Tolkin,Macaulay Culkin,United States,Warner Bros.
377,speed,Action|Romance|Thriller,R,Action,1994,7.2,Jan de Bont,Graham Yost,Keanu Reeves,United States,The Mark Gordon Company
379,timecop,Action|Sci-Fi|Thriller,R,Action,1994,5.9,Peter Hyams,Mark Verheiden,Jean-Claude Van Damme,United States,Largo Entertainment
380,true lies,Action|Adventure|Comedy|Romance|Thriller,R,Action,1994,7.2,James Cameron,Claude Zidi,Arnold Schwarzenegger,United States,Twentieth Century Fox
381,when a man loves a woman,Drama|Romance,R,Drama,1994,6.6,Luis Mandoki,Ronald Bass,Meg Ryan,United States,Touchstone Pictures
382,wolf,Drama|Horror|Romance|Thriller,R,Drama,1994,6.2,Mike Nichols,Jim Harrison,Jack Nicholson,United States,Columbia Pictures
383,wyatt earp,Western,PG-13,Adventure,1994,6.7,Lawrence Kasdan,Dan Gordon,Kevin Costner,United States,Warner Bros.
384,bad company,Action|Crime|Drama,R,Crime,1995,5.4,Damian Harris,Ross Thomas,Ellen Barkin,United States,Touchstone Pictures
384,bad company,Action|Crime|Drama,PG-13,Action,2002,5.6,Joel Schumacher,Gary M. Goodman,Anthony Hopkins,United States,Touchstone Pictures
5414,bad company,Action|Comedy|Crime,R,Crime,1995,5.4,Damian Harris,Ross Thomas,Ellen Barkin,United States,Touchstone Pictures
5414,bad company,Action|Comedy|Crime,PG-13,Action,2002,5.6,Joel Schumacher,Gary M. Goodman,Anthony Hopkins,United States,Touchstone Pictures
386,s.f.w.,Drama,R,Comedy,1994,5.8,Jefery Levy,Andrew Wellman,Stephen Dorff,United States,Polygram Filmed Entertainment
391,jason's lyric,Crime|Drama,R,Crime,1994,6.6,Doug McHenry,Bobby Smith Jr.,Allen Payne,United States,"Jackson/McHenry Company,The"
393,street fighter,Action|Adventure|Fantasy,PG-13,Action,1994,4.0,Steven E. de Souza,Steven E. de Souza,Jean-Claude Van Damme,Japan,Capcom Entertainment
407,in the mouth of madness,Horror|Thriller,R,Drama,1994,7.2,John Carpenter,Michael De Luca,Sam Neill,United States,New Line Cinema
408,8 seconds,Drama,PG-13,Biography,1994,6.6,John G. Avildsen,Monte Merrick,Luke Perry,United States,Jersey Films
409,above the rim,Crime|Drama,R,Crime,1994,6.6,Jeff Pollack,Jeff Pollack,Duane Martin,United States,New Line Cinema
410,addams family values,Children|Comedy|Fantasy,PG-13,Comedy,1993,6.8,Barry Sonnenfeld,Charles Addams,Anjelica Huston,United States,Paramount Pictures
413,airheads,Comedy,PG-13,Comedy,1994,6.1,Michael Lehmann,Rich Wilkes,Brendan Fraser,United States,Twentieth Century Fox
415,another stakeout,Comedy|Thriller,PG-13,Comedy,1993,5.6,John Badham,Jim Kouf,Richard Dreyfuss,United States,Touchstone Pictures
416,bad girls,Western,R,Action,1994,5.2,Jonathan Kaplan,Albert S. Ruddy,Madeleine Stowe,United States,Twentieth Century Fox
417,barcelona,Comedy|Romance,PG-13,Comedy,1994,7.0,Whit Stillman,Whit Stillman,Taylor Nichols,United States,Barcelona Films
418,being human,Drama,PG-13,Comedy,1994,5.4,Bill Forsyth,Bill Forsyth,Robin Williams,United Kingdom,Warner Bros.
420,beverly hills cop iii,Action|Comedy|Crime|Thriller,R,Action,1994,5.6,John Landis,Danilo Bach,Eddie Murphy,United States,Paramount Pictures
421,black beauty,Adventure|Children|Drama,G,Adventure,1994,6.6,Caroline Thompson,Anna Sewell,Sean Bean,United Kingdom,Warner Bros.
422,blink,Thriller,R,Crime,1993,6.2,Michael Apted,Dana Stevens,Madeleine Stowe,United States,New Line Cinema
423,blown away,Action|Thriller,R,Action,1994,6.2,Stephen Hopkins,John Rice,Jeff Bridges,United States,Metro-Goldwyn-Mayer (MGM)
424,blue chips,Drama,PG-13,Drama,1994,6.2,William Friedkin,Ron Shelton,Nick Nolte,United States,Paramount Pictures
425,blue sky,Drama|Romance,PG-13,Drama,1994,6.4,Tony Richardson,Rama Laurie Stagner,Jessica Lange,United States,Orion Pictures
426,body snatchers,Horror|Sci-Fi|Thriller,R,Horror,1993,6.0,Abel Ferrara,Jack Finney,Gabrielle Anwar,United States,Dorset Productions
427,boxing helena,Drama|Mystery|Romance|Thriller,R,Drama,1993,4.7,Jennifer Lynch,Philippe Caland,Julian Sands,United States,Mainline Pictures
429,cabin boy,Comedy,PG-13,Adventure,1994,5.3,Adam Resnick,Chris Elliott,Chris Elliott,United States,Touchstone Pictures
430,calendar girl,Comedy|Drama,PG-13,Comedy,1993,5.1,John Whitesell,Paul W. Shapiro,Jason Priestley,United States,Parkway Productions
431,carlito's way,Crime|Drama,R,Crime,1993,7.9,Brian De Palma,Edwin Torres,Al Pacino,United States,Universal Pictures
432,city slickers ii: the legend of curly's gold,Adventure|Comedy|Western,PG-13,Comedy,1994,5.5,Paul Weiland,Lowell Ganz,Billy Crystal,United States,Castle Rock Entertainment
434,cliffhanger,Action|Adventure|Thriller,R,Action,1993,6.4,Renny Harlin,John Long,Sylvester Stallone,United States,Carolco Pictures
435,coneheads,Comedy|Sci-Fi,PG,Comedy,1993,5.3,Steve Barron,Tom Davis,Dan Aykroyd,United States,Paramount Pictures
436,color of night,Drama|Thriller,R,Mystery,1994,5.2,Richard Rush,Billy Ray,Bruce Willis,United States,Cinergi Pictures Entertainment
437,cops and robbersons,Comedy,PG,Comedy,1994,5.2,Michael Ritchie,Bernie Somers,Chevy Chase,United States,TriStar Pictures
440,dave,Comedy|Romance,PG-13,Comedy,1993,6.8,Ivan Reitman,Gary Ross,Kevin Kline,United States,Warner Bros.
441,dazed and confused,Comedy,R,Comedy,1993,7.6,Richard Linklater,Richard Linklater,Jason London,United States,Gramercy Pictures (I)
442,demolition man,Action|Adventure|Sci-Fi,R,Action,1993,6.7,Marco Brambilla,Peter M. Lenkov,Sylvester Stallone,United States,Warner Bros.
444,even cowgirls get the blues,Comedy|Romance,R,Comedy,1993,4.4,Gus Van Sant,Tom Robbins,Uma Thurman,United States,New Line Cinema
445,fatal instinct,Comedy,PG-13,Comedy,1993,5.8,Carl Reiner,David O'Malley,Armand Assante,United States,Metro-Goldwyn-Mayer (MGM)
448,fearless,Drama,R,Drama,1993,7.1,Peter Weir,Rafael Yglesias,Jeff Bridges,United States,Spring Creek Productions
448,fearless,Drama,PG-13,Action,2006,7.6,Ronny Yu,Chris Chow,Jet Li,China,Golden Harvest Company
449,fear of a black hat,Comedy,R,Comedy,1993,7.2,Rusty Cundieff,Rusty Cundieff,Larry B. Scott,United States,Incorporated Television Company (ITC)
450,with honors,Comedy|Drama,PG-13,Comedy,1994,6.7,Alek Keshishian,William Mastrosimone,Joe Pesci,United States,Spring Creek Productions
451,flesh and bone,Drama|Mystery|Romance,R,Drama,1993,6.2,Steve Kloves,Steve Kloves,Dennis Quaid,United States,Mirage Enterprises
453,for love or money,Comedy|Romance,PG,Comedy,1993,6.2,Barry Sonnenfeld,Mark Rosenthal,Michael J. Fox,United States,Universal Pictures
455,free willy,Adventure|Children|Drama,PG,Adventure,1993,6.0,Simon Wincer,Keith Walker,Jason James Richter,United States,Warner Bros. Family Entertainment
456,fresh,Crime|Drama|Thriller,R,Crime,1994,7.6,Boaz Yakin,Boaz Yakin,Sean Nelson,United States,Lumière Pictures
458,geronimo: an american legend,Drama|Western,PG-13,Drama,1993,6.5,Walter Hill,John Milius,Jason Patric,United States,Columbia Pictures
460,getting even with dad,Comedy,PG,Comedy,1994,4.8,Howard Deutch,Tom S. Parker,Macaulay Culkin,United States,Metro-Goldwyn-Mayer (MGM)
464,hard target,Action|Adventure|Crime|Thriller,R,Action,1993,6.2,John Woo,Chuck Pfarrer,Jean-Claude Van Damme,United States,Universal Pictures
466,hot shots! part deux,Action|Comedy|War,PG-13,Action,1993,6.6,Jim Abrahams,Jim Abrahams,Charlie Sheen,United States,Twentieth Century Fox
470,house party 3,Comedy,R,Comedy,1994,4.7,Eric Meza,Reginald Hudlin,Christopher Reid,United States,"Jackson/McHenry Company,The"
473,in the army now,Comedy|War,PG,Comedy,1994,5.0,Daniel Petrie Jr.,Steve Zacharias,Pauly Shore,United States,Hollywood Pictures
474,in the line of fire,Action|Thriller,R,Action,1993,7.2,Wolfgang Petersen,Jeff Maguire,Clint Eastwood,United States,Columbia Pictures
475,in the name of the father,Drama,R,Biography,1993,8.1,Jim Sheridan,Gerry Conlon,Daniel Day-Lewis,Ireland,Hell's Kitchen Films
478,jimmy hollywood,Comedy|Crime|Drama,R,Crime,1994,5.3,Barry Levinson,Barry Levinson,Joe Pesci,United States,Baltimore Pictures
479,judgment night,Action|Crime|Thriller,R,Action,1993,6.6,Stephen Hopkins,Lewis Colick,Emilio Estevez,Japan,Largo Entertainment
480,jurassic park,Action|Adventure|Sci-Fi|Thriller,PG-13,Action,1993,8.1,Steven Spielberg,Michael Crichton,Sam Neill,United States,Universal Pictures
481,kalifornia,Drama|Thriller,R,Crime,1993,6.7,Dominic Sena,Stephen Levy,Brad Pitt,United States,PolyGram Filmed Entertainment
482,killing zoe,Crime|Drama|Thriller,R,Crime,1993,6.5,Roger Avary,Roger Avary,Eric Stoltz,France,Davis-Films
484,lassie,Adventure|Children,PG,Family,1994,5.9,Daniel Petrie,Eric Knight,Helen Slater,United States,Broadway Pictures
485,last action hero,Action|Adventure|Comedy|Fantasy,PG-13,Action,1993,6.4,John McTiernan,Zak Penn,Arnold Schwarzenegger,United States,Columbia Pictures
486,life with mikey,Comedy,PG,Comedy,1993,5.6,James Lapine,Marc Lawrence,Michael J. Fox,United States,Touchstone Pictures
487,lightning jack,Comedy|Western,PG-13,Comedy,1994,5.5,Simon Wincer,Paul Hogan,Paul Hogan,United States,Lightning Ridge
488,m. butterfly,Drama|Romance,R,Drama,1993,6.8,David Cronenberg,David Henry Hwang,Jeremy Irons,United States,Geffen Pictures
489,made in america,Comedy,PG-13,Comedy,1993,5.1,Richard Benjamin,Marcia Brandwynne,Whoopi Goldberg,United States,Canal+
490,malice,Thriller,R,Crime,1993,6.4,Harold Becker,Aaron Sorkin,Alec Baldwin,Canada,Castle Rock Entertainment
492,manhattan murder mystery,Comedy|Mystery,PG,Comedy,1993,7.3,Woody Allen,Woody Allen,Woody Allen,United States,TriStar Pictures
493,menace ii society,Action|Crime|Drama,R,Crime,1993,7.5,Albert Hughes,Allen Hughes,Tyrin Turner,United States,New Line Cinema
494,executive decision,Action|Adventure|Thriller,R,Action,1996,6.4,Stuart Baird,Jim Thomas,Kurt Russell,United States,Warner Bros.
497,much ado about nothing,Comedy|Romance,PG-13,Comedy,1993,7.3,Kenneth Branagh,William Shakespeare,Kenneth Branagh,United Kingdom,Renaissance Films
497,much ado about nothing,Comedy|Romance,PG-13,Comedy,2012,7.1,Joss Whedon,William Shakespeare,Alexis Denisof,United States,Bellwether Pictures
103027,much ado about nothing,Comedy|Drama|Romance,PG-13,Comedy,1993,7.3,Kenneth Branagh,William Shakespeare,Kenneth Branagh,United Kingdom,Renaissance Films
103027,much ado about nothing,Comedy|Drama|Romance,PG-13,Comedy,2012,7.1,Joss Whedon,William Shakespeare,Alexis Denisof,United States,Bellwether Pictures
499,mr. wonderful,Comedy|Romance,PG-13,Comedy,1993,5.9,Anthony Minghella,Amy Schor Ferris,Matt Dillon,United States,Night Life Inc.
500,mrs. doubtfire,Comedy|Drama,PG-13,Comedy,1993,7.0,Chris Columbus,Anne Fine,Robin Williams,United States,Twentieth Century Fox
501,naked,Drama,Not Rated,Comedy,1993,7.8,Mike Leigh,Mike Leigh,David Thewlis,United Kingdom,Thin Man Films
504,no escape,Action|Drama|Sci-Fi,R,Action,1994,6.1,Martin Campbell,Richard Herley,Ray Liotta,United States,Columbia Pictures
504,no escape,Action|Drama|Sci-Fi,R,Action,2015,6.8,John Erick Dowdle,John Erick Dowdle,Lake Bell,United States,Bold Films
505,north,Comedy,PG,Adventure,1994,4.5,Rob Reiner,Alan Zweibel,Elijah Wood,United States,Castle Rock Entertainment
506,orlando,Drama|Fantasy|Romance,PG-13,Biography,1992,7.2,Sally Potter,Virginia Woolf,Tilda Swinton,United Kingdom,Adventure Pictures
508,philadelphia,Drama,PG-13,Drama,1993,7.7,Jonathan Demme,Ron Nyswaner,Tom Hanks,United States,TriStar Pictures
510,poetic justice,Drama,R,Drama,1993,6.1,John Singleton,John Singleton,Janet Jackson,United States,Columbia Pictures
513,radioland murders,Comedy|Mystery|Romance,PG,Comedy,1994,6.2,Mel Smith,George Lucas,Brian Benben,United States,Universal Pictures
516,renaissance man,Comedy|Drama,PG-13,Comedy,1994,6.2,Penny Marshall,Jim Burnstein,Danny DeVito,United States,Cinergi Pictures Entertainment
517,rising sun,Action|Drama|Mystery,R,Action,1993,6.3,Philip Kaufman,Michael Crichton,Sean Connery,United States,Twentieth Century Fox
519,robocop 3,Action|Crime|Drama|Sci-Fi|Thriller,PG-13,Action,1993,4.1,Fred Dekker,Edward Neumeier,Robert John Burke,United States,Orion Pictures
520,robin hood: men in tights,Comedy,PG-13,Adventure,1993,6.7,Mel Brooks,J.D. Shapiro,Cary Elwes,France,Brooksfilms
521,romeo is bleeding,Crime|Thriller,R,Crime,1993,6.6,Peter Medak,Hilary Henkin,Gary Oldman,United Kingdom,Polygram Filmed Entertainment
522,romper stomper,Action|Drama,R,Crime,1992,6.8,Geoffrey Wright,Geoffrey Wright,Russell Crowe,Australia,Film Victoria
523,ruby in paradise,Drama,R,Drama,1993,7.0,Victor Nunez,Jane Austen,Ashley Judd,United States,Full Crew/Say Yea
524,rudy,Drama,PG,Biography,1993,7.5,David Anspaugh,Angelo Pizzo,Sean Astin,United States,TriStar Pictures
527,schindler's list,Drama|War,R,Biography,1993,8.9,Steven Spielberg,Thomas Keneally,Liam Neeson,United States,Universal Pictures
529,searching for bobby fischer,Drama,PG,Biography,1993,7.4,Steven Zaillian,Fred Waitzkin,Joe Mantegna,United States,Mirage Enterprises
532,serial mom,Comedy|Crime|Horror,R,Comedy,1994,6.8,John Waters,John Waters,Kathleen Turner,United States,Savoy Pictures
534,shadowlands,Drama|Romance,PG,Biography,1993,7.3,Richard Attenborough,William Nicholson,Anthony Hopkins,United Kingdom,Price Entertainment
535,short cuts,Drama,R,Comedy,1993,7.7,Robert Altman,Raymond Carver,Andie MacDowell,United States,Fine Line Features
537,sirens,Drama,R,Comedy,1994,5.9,John Duigan,John Duigan,Hugh Grant,Australia,British Screen Finance Ltd.
538,six degrees of separation,Drama,R,Comedy,1993,6.8,Fred Schepisi,John Guare,Will Smith,United States,Metro-Goldwyn-Mayer (MGM)
539,sleepless in seattle,Comedy|Drama|Romance,PG,Comedy,1993,6.8,Nora Ephron,Jeff Arch,Tom Hanks,United States,TriStar Pictures
540,sliver,Thriller,R,Drama,1993,5.0,Phillip Noyce,Ira Levin,Sharon Stone,United States,Paramount Pictures
541,blade runner,Action|Sci-Fi|Thriller,R,Action,1982,8.1,Ridley Scott,Hampton Fancher,Harrison Ford,United States,The Ladd Company
542,son in law,Comedy|Drama|Romance,PG-13,Comedy,1993,5.8,Steve Rash,Patrick J. Clifton,Pauly Shore,United States,Hollywood Pictures
543,so i married an axe murderer,Comedy|Romance|Thriller,PG-13,Comedy,1993,6.5,Thomas Schlamme,Robbie Fox,Mike Myers,United States,TriStar Pictures
544,striking distance,Action|Crime,R,Action,1993,5.9,Rowdy Herrington,Rowdy Herrington,Bruce Willis,United States,Columbia Pictures
546,super mario bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,PG,Adventure,1993,4.1,Annabel Jankel,Parker Bennett,Bob Hoskins,United Kingdom,Allied Filmmakers
547,surviving the game,Action|Adventure|Thriller,R,Action,1994,6.2,Ernest R. Dickerson,Eric Bernt,Rutger Hauer,United States,New Line Cinema
548,terminal velocity,Action|Mystery|Thriller,PG-13,Action,1994,5.5,Deran Sarafian,David Twohy,Charlie Sheen,United States,Hollywood Pictures
550,threesome,Comedy|Romance,R,Comedy,1994,6.3,Andrew Fleming,Andrew Fleming,Lara Flynn Boyle,United States,Motion Picture Corporation of America (MPCA)
553,tombstone,Action|Drama|Western,R,Action,1993,7.8,George P. Cosmatos,Kevin Jarre,Kurt Russell,United States,Hollywood Pictures
